layout_id,store_id,aisle_id,aisle_name,shelf_id,slot_id,capacity_units,assigned_sku_id,facing_count
LAYOUT_0001715,STORE_005,AISLE_01715,Aisle 01715,SHELF_01715,SLOT_01715,32,SKU_0517,3
LAYOUT_0001716,STORE_005,AISLE_01716,Aisle 01716,SHELF_01716,SLOT_01716,40,SKU_0141,4
LAYOUT_0001717,STORE_005,AISLE_01717,Aisle 01717,SHELF_01717,SLOT_01717,19,SKU_0435,3
LAYOUT_0001718,STORE_005,AISLE_01718,Aisle 01718,SHELF_01718,SLOT_01718,46,SKU_0534,1
LAYOUT_0001719,STORE_005,AISLE_01719,Aisle 01719,SHELF_01719,SLOT_01719,7,SKU_0228,4
LAYOUT_0001720,STORE_005,AISLE_01720,Aisle 01720,SHELF_01720,SLOT_01720,37,SKU_0343,2
LAYOUT_0001721,STORE_005,AISLE_01721,Aisle 01721,SHELF_01721,SLOT_01721,23,SKU_0295,2
LAYOUT_0001722,STORE_005,AISLE_01722,Aisle 01722,SHELF_01722,SLOT_01722,38,SKU_0078,2
LAYOUT_0001723,STORE_005,AISLE_01723,Aisle 01723,SHELF_01723,SLOT_01723,28,SKU_0121,2
LAYOUT_0001724,STORE_005,AISLE_01724,Aisle 01724,SHELF_01724,SLOT_01724,42,SKU_0266,4
LAYOUT_0001725,STORE_005,AISLE_01725,Aisle 01725,SHELF_01725,SLOT_01725,41,SKU_0259,1
LAYOUT_0001726,STORE_005,AISLE_01726,Aisle 01726,SHELF_01726,SLOT_01726,38,SKU_0280,4
LAYOUT_0001727,STORE_005,AISLE_01727,Aisle 01727,SHELF_01727,SLOT_01727,29,SKU_0009,2
LAYOUT_0001728,STORE_005,AISLE_01728,Aisle 01728,SHELF_01728,SLOT_01728,7,SKU_0272,4
LAYOUT_0001729,STORE_005,AISLE_01729,Aisle 01729,SHELF_01729,SLOT_01729,26,SKU_0108,1
LAYOUT_0001730,STORE_005,AISLE_01730,Aisle 01730,SHELF_01730,SLOT_01730,43,SKU_0575,3
LAYOUT_0001731,STORE_005,AISLE_01731,Aisle 01731,SHELF_01731,SLOT_01731,23,SKU_0087,3
LAYOUT_0001732,STORE_005,AISLE_01732,Aisle 01732,SHELF_01732,SLOT_01732,21,SKU_0068,1
LAYOUT_0001733,STORE_005,AISLE_01733,Aisle 01733,SHELF_01733,SLOT_01733,10,SKU_0213,1
LAYOUT_0001734,STORE_005,AISLE_01734,Aisle 01734,SHELF_01734,SLOT_01734,20,SKU_0488,4
LAYOUT_0001735,STORE_005,AISLE_01735,Aisle 01735,SHELF_01735,SLOT_01735,39,SKU_0417,3
LAYOUT_0001736,STORE_005,AISLE_01736,Aisle 01736,SHELF_01736,SLOT_01736,33,SKU_0449,4
LAYOUT_0001737,STORE_005,AISLE_01737,Aisle 01737,SHELF_01737,SLOT_01737,18,SKU_0561,4
LAYOUT_0001738,STORE_005,AISLE_01738,Aisle 01738,SHELF_01738,SLOT_01738,16,SKU_0048,1
LAYOUT_0001739,STORE_005,AISLE_01739,Aisle 01739,SHELF_01739,SLOT_01739,17,SKU_0053,3
LAYOUT_0001740,STORE_005,AISLE_01740,Aisle 01740,SHELF_01740,SLOT_01740,26,SKU_0337,2
LAYOUT_0001741,STORE_005,AISLE_01741,Aisle 01741,SHELF_01741,SLOT_01741,43,SKU_0163,2
LAYOUT_0001742,STORE_005,AISLE_01742,Aisle 01742,SHELF_01742,SLOT_01742,33,SKU_0507,1
LAYOUT_0001743,STORE_005,AISLE_01743,Aisle 01743,SHELF_01743,SLOT_01743,7,SKU_0081,4
LAYOUT_0001744,STORE_005,AISLE_01744,Aisle 01744,SHELF_01744,SLOT_01744,30,SKU_0002,4
LAYOUT_0001745,STORE_005,AISLE_01745,Aisle 01745,SHELF_01745,SLOT_01745,18,SKU_0316,1
LAYOUT_0001746,STORE_005,AISLE_01746,Aisle 01746,SHELF_01746,SLOT_01746,29,SKU_0247,4
LAYOUT_0001747,STORE_005,AISLE_01747,Aisle 01747,SHELF_01747,SLOT_01747,42,SKU_0225,1
LAYOUT_0001748,STORE_005,AISLE_01748,Aisle 01748,SHELF_01748,SLOT_01748,26,SKU_0155,4
LAYOUT_0001749,STORE_005,AISLE_01749,Aisle 01749,SHELF_01749,SLOT_01749,40,SKU_0004,3
LAYOUT_0001750,STORE_005,AISLE_01750,Aisle 01750,SHELF_01750,SLOT_01750,27,SKU_0250,4
LAYOUT_0001751,STORE_005,AISLE_01751,Aisle 01751,SHELF_01751,SLOT_01751,39,SKU_0542,2
LAYOUT_0001752,STORE_005,AISLE_01752,Aisle 01752,SHELF_01752,SLOT_01752,27,SKU_0088,1
LAYOUT_0001753,STORE_005,AISLE_01753,Aisle 01753,SHELF_01753,SLOT_01753,12,SKU_0085,3
LAYOUT_0001754,STORE_005,AISLE_01754,Aisle 01754,SHELF_01754,SLOT_01754,46,SKU_0249,4
LAYOUT_0001755,STORE_005,AISLE_01755,Aisle 01755,SHELF_01755,SLOT_01755,26,SKU_0345,3
LAYOUT_0001756,STORE_005,AISLE_01756,Aisle 01756,SHELF_01756,SLOT_01756,45,SKU_0045,4
LAYOUT_0001757,STORE_005,AISLE_01757,Aisle 01757,SHELF_01757,SLOT_01757,30,SKU_0361,3
LAYOUT_0001758,STORE_005,AISLE_01758,Aisle 01758,SHELF_01758,SLOT_01758,19,SKU_0054,2
LAYOUT_0001759,STORE_005,AISLE_01759,Aisle 01759,SHELF_01759,SLOT_01759,16,SKU_0476,1
LAYOUT_0001760,STORE_005,AISLE_01760,Aisle 01760,SHELF_01760,SLOT_01760,24,SKU_0270,3
LAYOUT_0001761,STORE_005,AISLE_01761,Aisle 01761,SHELF_01761,SLOT_01761,18,SKU_0560,4
LAYOUT_0001762,STORE_005,AISLE_01762,Aisle 01762,SHELF_01762,SLOT_01762,15,SKU_0259,2
LAYOUT_0001763,STORE_005,AISLE_01763,Aisle 01763,SHELF_01763,SLOT_01763,35,SKU_0375,4
LAYOUT_0001764,STORE_005,AISLE_01764,Aisle 01764,SHELF_01764,SLOT_01764,45,SKU_0545,3
LAYOUT_0001765,STORE_005,AISLE_01765,Aisle 01765,SHELF_01765,SLOT_01765,33,SKU_0273,3
LAYOUT_0001766,STORE_005,AISLE_01766,Aisle 01766,SHELF_01766,SLOT_01766,41,SKU_0471,2
LAYOUT_0001767,STORE_005,AISLE_01767,Aisle 01767,SHELF_01767,SLOT_01767,21,SKU_0085,4
LAYOUT_0001768,STORE_005,AISLE_01768,Aisle 01768,SHELF_01768,SLOT_01768,15,SKU_0272,4
LAYOUT_0001769,STORE_005,AISLE_01769,Aisle 01769,SHELF_01769,SLOT_01769,13,SKU_0171,1
LAYOUT_0001770,STORE_005,AISLE_01770,Aisle 01770,SHELF_01770,SLOT_01770,37,SKU_0281,3
LAYOUT_0001771,STORE_005,AISLE_01771,Aisle 01771,SHELF_01771,SLOT_01771,39,SKU_0303,2
LAYOUT_0001772,STORE_005,AISLE_01772,Aisle 01772,SHELF_01772,SLOT_01772,11,SKU_0041,1
LAYOUT_0001773,STORE_005,AISLE_01773,Aisle 01773,SHELF_01773,SLOT_01773,28,SKU_0175,4
LAYOUT_0001774,STORE_005,AISLE_01774,Aisle 01774,SHELF_01774,SLOT_01774,22,SKU_0243,1
LAYOUT_0001775,STORE_005,AISLE_01775,Aisle 01775,SHELF_01775,SLOT_01775,28,SKU_0277,2
LAYOUT_0001776,STORE_005,AISLE_01776,Aisle 01776,SHELF_01776,SLOT_01776,40,SKU_0024,4
LAYOUT_0001777,STORE_005,AISLE_01777,Aisle 01777,SHELF_01777,SLOT_01777,22,SKU_0557,3
LAYOUT_0001778,STORE_005,AISLE_01778,Aisle 01778,SHELF_01778,SLOT_01778,18,SKU_0054,2
LAYOUT_0001779,STORE_005,AISLE_01779,Aisle 01779,SHELF_01779,SLOT_01779,36,SKU_0054,4
LAYOUT_0001780,STORE_005,AISLE_01780,Aisle 01780,SHELF_01780,SLOT_01780,19,SKU_0073,4
LAYOUT_0001781,STORE_005,AISLE_01781,Aisle 01781,SHELF_01781,SLOT_01781,47,SKU_0350,2
LAYOUT_0001782,STORE_005,AISLE_01782,Aisle 01782,SHELF_01782,SLOT_01782,29,SKU_0063,1
LAYOUT_0001783,STORE_005,AISLE_01783,Aisle 01783,SHELF_01783,SLOT_01783,30,SKU_0439,4
LAYOUT_0001784,STORE_005,AISLE_01784,Aisle 01784,SHELF_01784,SLOT_01784,18,SKU_0238,4
LAYOUT_0001785,STORE_005,AISLE_01785,Aisle 01785,SHELF_01785,SLOT_01785,43,SKU_0455,4
LAYOUT_0001786,STORE_005,AISLE_01786,Aisle 01786,SHELF_01786,SLOT_01786,12,SKU_0390,1
LAYOUT_0001787,STORE_005,AISLE_01787,Aisle 01787,SHELF_01787,SLOT_01787,13,SKU_0235,2
LAYOUT_0001788,STORE_005,AISLE_01788,Aisle 01788,SHELF_01788,SLOT_01788,28,SKU_0052,1
LAYOUT_0001789,STORE_006,AISLE_01789,Aisle 01789,SHELF_01789,SLOT_01789,22,SKU_0085,2
LAYOUT_0001790,STORE_006,AISLE_01790,Aisle 01790,SHELF_01790,SLOT_01790,33,SKU_0443,4
LAYOUT_0001791,STORE_006,AISLE_01791,Aisle 01791,SHELF_01791,SLOT_01791,46,SKU_0211,3
LAYOUT_0001792,STORE_006,AISLE_01792,Aisle 01792,SHELF_01792,SLOT_01792,38,SKU_0018,1
LAYOUT_0001793,STORE_006,AISLE_01793,Aisle 01793,SHELF_01793,SLOT_01793,43,SKU_0028,4
LAYOUT_0001794,STORE_006,AISLE_01794,Aisle 01794,SHELF_01794,SLOT_01794,38,SKU_0244,1
LAYOUT_0001795,STORE_006,AISLE_01795,Aisle 01795,SHELF_01795,SLOT_01795,13,SKU_0191,4
LAYOUT_0001796,STORE_006,AISLE_01796,Aisle 01796,SHELF_01796,SLOT_01796,35,SKU_0138,2
LAYOUT_0001797,STORE_006,AISLE_01797,Aisle 01797,SHELF_01797,SLOT_01797,47,SKU_0010,4
LAYOUT_0001798,STORE_006,AISLE_01798,Aisle 01798,SHELF_01798,SLOT_01798,12,SKU_0180,2
LAYOUT_0001799,STORE_006,AISLE_01799,Aisle 01799,SHELF_01799,SLOT_01799,43,SKU_0102,1
LAYOUT_0001800,STORE_006,AISLE_01800,Aisle 01800,SHELF_01800,SLOT_01800,26,SKU_0128,4
LAYOUT_0001801,STORE_006,AISLE_01801,Aisle 01801,SHELF_01801,SLOT_01801,20,SKU_0470,1
LAYOUT_0001802,STORE_006,AISLE_01802,Aisle 01802,SHELF_01802,SLOT_01802,31,SKU_0214,4
LAYOUT_0001803,STORE_006,AISLE_01803,Aisle 01803,SHELF_01803,SLOT_01803,16,SKU_0066,3
LAYOUT_0001804,STORE_006,AISLE_01804,Aisle 01804,SHELF_01804,SLOT_01804,16,SKU_0348,3
LAYOUT_0001805,STORE_006,AISLE_01805,Aisle 01805,SHELF_01805,SLOT_01805,24,SKU_0401,2
LAYOUT_0001806,STORE_006,AISLE_01806,Aisle 01806,SHELF_01806,SLOT_01806,6,SKU_0469,4
LAYOUT_0001807,STORE_006,AISLE_01807,Aisle 01807,SHELF_01807,SLOT_01807,44,SKU_0182,4
LAYOUT_0001808,STORE_006,AISLE_01808,Aisle 01808,SHELF_01808,SLOT_01808,22,SKU_0220,1
LAYOUT_0001809,STORE_006,AISLE_01809,Aisle 01809,SHELF_01809,SLOT_01809,15,SKU_0010,2
LAYOUT_0001810,STORE_006,AISLE_01810,Aisle 01810,SHELF_01810,SLOT_01810,40,SKU_0202,3
LAYOUT_0001811,STORE_006,AISLE_01811,Aisle 01811,SHELF_01811,SLOT_01811,26,SKU_0403,3
LAYOUT_0001812,STORE_006,AISLE_01812,Aisle 01812,SHELF_01812,SLOT_01812,30,SKU_0370,2
LAYOUT_0001813,STORE_006,AISLE_01813,Aisle 01813,SHELF_01813,SLOT_01813,9,SKU_0274,3
LAYOUT_0001814,STORE_006,AISLE_01814,Aisle 01814,SHELF_01814,SLOT_01814,30,SKU_0345,1
LAYOUT_0001815,STORE_006,AISLE_01815,Aisle 01815,SHELF_01815,SLOT_01815,16,SKU_0038,3
LAYOUT_0001816,STORE_006,AISLE_01816,Aisle 01816,SHELF_01816,SLOT_01816,7,SKU_0203,3
LAYOUT_0001817,STORE_006,AISLE_01817,Aisle 01817,SHELF_01817,SLOT_01817,10,SKU_0051,1
LAYOUT_0001818,STORE_006,AISLE_01818,Aisle 01818,SHELF_01818,SLOT_01818,43,SKU_0258,4
LAYOUT_0001819,STORE_006,AISLE_01819,Aisle 01819,SHELF_01819,SLOT_01819,19,SKU_0101,2
LAYOUT_0001820,STORE_006,AISLE_01820,Aisle 01820,SHELF_01820,SLOT_01820,27,SKU_0183,4
LAYOUT_0001821,STORE_006,AISLE_01821,Aisle 01821,SHELF_01821,SLOT_01821,13,SKU_0343,4
LAYOUT_0001822,STORE_006,AISLE_01822,Aisle 01822,SHELF_01822,SLOT_01822,44,SKU_0511,2
LAYOUT_0001823,STORE_006,AISLE_01823,Aisle 01823,SHELF_01823,SLOT_01823,36,SKU_0508,4
LAYOUT_0001824,STORE_006,AISLE_01824,Aisle 01824,SHELF_01824,SLOT_01824,9,SKU_0436,2
LAYOUT_0001825,STORE_006,AISLE_01825,Aisle 01825,SHELF_01825,SLOT_01825,14,SKU_0353,4
LAYOUT_0001826,STORE_006,AISLE_01826,Aisle 01826,SHELF_01826,SLOT_01826,14,SKU_0208,1
LAYOUT_0001827,STORE_006,AISLE_01827,Aisle 01827,SHELF_01827,SLOT_01827,35,SKU_0504,4
LAYOUT_0001828,STORE_006,AISLE_01828,Aisle 01828,SHELF_01828,SLOT_01828,47,SKU_0517,1
LAYOUT_0001829,STORE_006,AISLE_01829,Aisle 01829,SHELF_01829,SLOT_01829,13,SKU_0505,2
LAYOUT_0001830,STORE_006,AISLE_01830,Aisle 01830,SHELF_01830,SLOT_01830,40,SKU_0036,2
LAYOUT_0001831,STORE_006,AISLE_01831,Aisle 01831,SHELF_01831,SLOT_01831,10,SKU_0101,4
LAYOUT_0001832,STORE_006,AISLE_01832,Aisle 01832,SHELF_01832,SLOT_01832,40,SKU_0163,2
LAYOUT_0001833,STORE_006,AISLE_01833,Aisle 01833,SHELF_01833,SLOT_01833,6,SKU_0097,2
LAYOUT_0001834,STORE_006,AISLE_01834,Aisle 01834,SHELF_01834,SLOT_01834,44,SKU_0535,3
LAYOUT_0001835,STORE_006,AISLE_01835,Aisle 01835,SHELF_01835,SLOT_01835,12,SKU_0020,1
LAYOUT_0001836,STORE_006,AISLE_01836,Aisle 01836,SHELF_01836,SLOT_01836,12,SKU_0218,3
LAYOUT_0001837,STORE_006,AISLE_01837,Aisle 01837,SHELF_01837,SLOT_01837,46,SKU_0267,2
LAYOUT_0001838,STORE_006,AISLE_01838,Aisle 01838,SHELF_01838,SLOT_01838,8,SKU_0530,2
LAYOUT_0001839,STORE_006,AISLE_01839,Aisle 01839,SHELF_01839,SLOT_01839,38,SKU_0169,4
LAYOUT_0001840,STORE_006,AISLE_01840,Aisle 01840,SHELF_01840,SLOT_01840,36,SKU_0573,3
LAYOUT_0001841,STORE_006,AISLE_01841,Aisle 01841,SHELF_01841,SLOT_01841,19,SKU_0165,4
LAYOUT_0001842,STORE_006,AISLE_01842,Aisle 01842,SHELF_01842,SLOT_01842,44,SKU_0281,4
LAYOUT_0001843,STORE_006,AISLE_01843,Aisle 01843,SHELF_01843,SLOT_01843,22,SKU_0176,1
LAYOUT_0001844,STORE_006,AISLE_01844,Aisle 01844,SHELF_01844,SLOT_01844,11,SKU_0196,4
LAYOUT_0001845,STORE_006,AISLE_01845,Aisle 01845,SHELF_01845,SLOT_01845,28,SKU_0018,3
LAYOUT_0001846,STORE_006,AISLE_01846,Aisle 01846,SHELF_01846,SLOT_01846,44,SKU_0010,4
LAYOUT_0001847,STORE_006,AISLE_01847,Aisle 01847,SHELF_01847,SLOT_01847,18,SKU_0379,2
LAYOUT_0001848,STORE_006,AISLE_01848,Aisle 01848,SHELF_01848,SLOT_01848,37,SKU_0148,3
LAYOUT_0001849,STORE_006,AISLE_01849,Aisle 01849,SHELF_01849,SLOT_01849,16,SKU_0207,2
LAYOUT_0001850,STORE_006,AISLE_01850,Aisle 01850,SHELF_01850,SLOT_01850,38,SKU_0358,2
LAYOUT_0001851,STORE_006,AISLE_01851,Aisle 01851,SHELF_01851,SLOT_01851,15,SKU_0511,2
LAYOUT_0001852,STORE_006,AISLE_01852,Aisle 01852,SHELF_01852,SLOT_01852,6,SKU_0012,2
LAYOUT_0001853,STORE_006,AISLE_01853,Aisle 01853,SHELF_01853,SLOT_01853,10,SKU_0065,4
LAYOUT_0001854,STORE_006,AISLE_01854,Aisle 01854,SHELF_01854,SLOT_01854,43,SKU_0570,2
LAYOUT_0001855,STORE_006,AISLE_01855,Aisle 01855,SHELF_01855,SLOT_01855,16,SKU_0192,4
LAYOUT_0001856,STORE_006,AISLE_01856,Aisle 01856,SHELF_01856,SLOT_01856,41,SKU_0095,3
LAYOUT_0001857,STORE_006,AISLE_01857,Aisle 01857,SHELF_01857,SLOT_01857,7,SKU_0288,2
LAYOUT_0001858,STORE_006,AISLE_01858,Aisle 01858,SHELF_01858,SLOT_01858,29,SKU_0004,3
LAYOUT_0001859,STORE_006,AISLE_01859,Aisle 01859,SHELF_01859,SLOT_01859,9,SKU_0512,4
LAYOUT_0001860,STORE_006,AISLE_01860,Aisle 01860,SHELF_01860,SLOT_01860,27,SKU_0372,1
LAYOUT_0001861,STORE_006,AISLE_01861,Aisle 01861,SHELF_01861,SLOT_01861,27,SKU_0012,3
LAYOUT_0001862,STORE_006,AISLE_01862,Aisle 01862,SHELF_01862,SLOT_01862,11,SKU_0043,2
LAYOUT_0001863,STORE_006,AISLE_01863,Aisle 01863,SHELF_01863,SLOT_01863,30,SKU_0181,4
LAYOUT_0001864,STORE_006,AISLE_01864,Aisle 01864,SHELF_01864,SLOT_01864,19,SKU_0079,1
LAYOUT_0001865,STORE_006,AISLE_01865,Aisle 01865,SHELF_01865,SLOT_01865,38,SKU_0161,3
LAYOUT_0001866,STORE_006,AISLE_01866,Aisle 01866,SHELF_01866,SLOT_01866,42,SKU_0505,4
LAYOUT_0001867,STORE_006,AISLE_01867,Aisle 01867,SHELF_01867,SLOT_01867,7,SKU_0441,3
LAYOUT_0001868,STORE_006,AISLE_01868,Aisle 01868,SHELF_01868,SLOT_01868,47,SKU_0565,3
LAYOUT_0001869,STORE_006,AISLE_01869,Aisle 01869,SHELF_01869,SLOT_01869,27,SKU_0018,3
LAYOUT_0001870,STORE_006,AISLE_01870,Aisle 01870,SHELF_01870,SLOT_01870,22,SKU_0200,2
LAYOUT_0001871,STORE_006,AISLE_01871,Aisle 01871,SHELF_01871,SLOT_01871,31,SKU_0071,3
LAYOUT_0001872,STORE_006,AISLE_01872,Aisle 01872,SHELF_01872,SLOT_01872,24,SKU_0210,4
LAYOUT_0001873,STORE_006,AISLE_01873,Aisle 01873,SHELF_01873,SLOT_01873,13,SKU_0249,3
LAYOUT_0001874,STORE_006,AISLE_01874,Aisle 01874,SHELF_01874,SLOT_01874,7,SKU_0462,3
LAYOUT_0001875,STORE_006,AISLE_01875,Aisle 01875,SHELF_01875,SLOT_01875,17,SKU_0524,3
LAYOUT_0001876,STORE_006,AISLE_01876,Aisle 01876,SHELF_01876,SLOT_01876,46,SKU_0151,3
LAYOUT_0001877,STORE_006,AISLE_01877,Aisle 01877,SHELF_01877,SLOT_01877,6,SKU_0539,3
LAYOUT_0001878,STORE_006,AISLE_01878,Aisle 01878,SHELF_01878,SLOT_01878,31,SKU_0170,4
LAYOUT_0001879,STORE_006,AISLE_01879,Aisle 01879,SHELF_01879,SLOT_01879,23,SKU_0469,4
LAYOUT_0001880,STORE_006,AISLE_01880,Aisle 01880,SHELF_01880,SLOT_01880,13,SKU_0088,3
LAYOUT_0001881,STORE_006,AISLE_01881,Aisle 01881,SHELF_01881,SLOT_01881,24,SKU_0159,3
LAYOUT_0001882,STORE_006,AISLE_01882,Aisle 01882,SHELF_01882,SLOT_01882,17,SKU_0391,2
LAYOUT_0001883,STORE_006,AISLE_01883,Aisle 01883,SHELF_01883,SLOT_01883,32,SKU_0299,3
LAYOUT_0001884,STORE_006,AISLE_01884,Aisle 01884,SHELF_01884,SLOT_01884,24,SKU_0119,2
LAYOUT_0001885,STORE_006,AISLE_01885,Aisle 01885,SHELF_01885,SLOT_01885,29,SKU_0564,4
LAYOUT_0001886,STORE_006,AISLE_01886,Aisle 01886,SHELF_01886,SLOT_01886,18,SKU_0157,1
LAYOUT_0001887,STORE_006,AISLE_01887,Aisle 01887,SHELF_01887,SLOT_01887,7,SKU_0431,2
LAYOUT_0001888,STORE_006,AISLE_01888,Aisle 01888,SHELF_01888,SLOT_01888,45,SKU_0440,2
LAYOUT_0001889,STORE_006,AISLE_01889,Aisle 01889,SHELF_01889,SLOT_01889,46,SKU_0135,2
LAYOUT_0001890,STORE_006,AISLE_01890,Aisle 01890,SHELF_01890,SLOT_01890,46,SKU_0211,1
LAYOUT_0001891,STORE_006,AISLE_01891,Aisle 01891,SHELF_01891,SLOT_01891,23,SKU_0394,1
LAYOUT_0001892,STORE_006,AISLE_01892,Aisle 01892,SHELF_01892,SLOT_01892,19,SKU_0033,3
LAYOUT_0001893,STORE_006,AISLE_01893,Aisle 01893,SHELF_01893,SLOT_01893,8,SKU_0255,3
LAYOUT_0001894,STORE_006,AISLE_01894,Aisle 01894,SHELF_01894,SLOT_01894,44,SKU_0350,2
LAYOUT_0001895,STORE_006,AISLE_01895,Aisle 01895,SHELF_01895,SLOT_01895,10,SKU_0108,2
LAYOUT_0001896,STORE_006,AISLE_01896,Aisle 01896,SHELF_01896,SLOT_01896,26,SKU_0386,3
LAYOUT_0001897,STORE_006,AISLE_01897,Aisle 01897,SHELF_01897,SLOT_01897,11,SKU_0219,2
LAYOUT_0001898,STORE_006,AISLE_01898,Aisle 01898,SHELF_01898,SLOT_01898,24,SKU_0184,3
LAYOUT_0001899,STORE_006,AISLE_01899,Aisle 01899,SHELF_01899,SLOT_01899,42,SKU_0101,2
LAYOUT_0001900,STORE_006,AISLE_01900,Aisle 01900,SHELF_01900,SLOT_01900,7,SKU_0387,4
LAYOUT_0001901,STORE_006,AISLE_01901,Aisle 01901,SHELF_01901,SLOT_01901,7,SKU_0172,1
LAYOUT_0001902,STORE_006,AISLE_01902,Aisle 01902,SHELF_01902,SLOT_01902,44,SKU_0452,3
LAYOUT_0001903,STORE_006,AISLE_01903,Aisle 01903,SHELF_01903,SLOT_01903,39,SKU_0444,2
LAYOUT_0001904,STORE_006,AISLE_01904,Aisle 01904,SHELF_01904,SLOT_01904,38,SKU_0201,4
LAYOUT_0001905,STORE_006,AISLE_01905,Aisle 01905,SHELF_01905,SLOT_01905,35,SKU_0174,4
LAYOUT_0001906,STORE_006,AISLE_01906,Aisle 01906,SHELF_01906,SLOT_01906,28,SKU_0576,2
LAYOUT_0001907,STORE_006,AISLE_01907,Aisle 01907,SHELF_01907,SLOT_01907,10,SKU_0316,3
LAYOUT_0001908,STORE_006,AISLE_01908,Aisle 01908,SHELF_01908,SLOT_01908,30,SKU_0326,3
LAYOUT_0001909,STORE_006,AISLE_01909,Aisle 01909,SHELF_01909,SLOT_01909,7,SKU_0424,1
LAYOUT_0001910,STORE_006,AISLE_01910,Aisle 01910,SHELF_01910,SLOT_01910,40,SKU_0287,1
LAYOUT_0001911,STORE_006,AISLE_01911,Aisle 01911,SHELF_01911,SLOT_01911,30,SKU_0509,1
LAYOUT_0001912,STORE_006,AISLE_01912,Aisle 01912,SHELF_01912,SLOT_01912,15,SKU_0209,1
LAYOUT_0001913,STORE_006,AISLE_01913,Aisle 01913,SHELF_01913,SLOT_01913,37,SKU_0452,3
LAYOUT_0001914,STORE_006,AISLE_01914,Aisle 01914,SHELF_01914,SLOT_01914,26,SKU_0546,2
LAYOUT_0001915,STORE_006,AISLE_01915,Aisle 01915,SHELF_01915,SLOT_01915,25,SKU_0357,1
LAYOUT_0001916,STORE_006,AISLE_01916,Aisle 01916,SHELF_01916,SLOT_01916,45,SKU_0411,3
LAYOUT_0001917,STORE_006,AISLE_01917,Aisle 01917,SHELF_01917,SLOT_01917,46,SKU_0141,3
LAYOUT_0001918,STORE_006,AISLE_01918,Aisle 01918,SHELF_01918,SLOT_01918,25,SKU_0535,4
LAYOUT_0001919,STORE_006,AISLE_01919,Aisle 01919,SHELF_01919,SLOT_01919,16,SKU_0190,1
LAYOUT_0001920,STORE_006,AISLE_01920,Aisle 01920,SHELF_01920,SLOT_01920,42,SKU_0190,4
LAYOUT_0001921,STORE_006,AISLE_01921,Aisle 01921,SHELF_01921,SLOT_01921,13,SKU_0164,2
LAYOUT_0001922,STORE_006,AISLE_01922,Aisle 01922,SHELF_01922,SLOT_01922,18,SKU_0488,3
LAYOUT_0001923,STORE_006,AISLE_01923,Aisle 01923,SHELF_01923,SLOT_01923,23,SKU_0365,2
LAYOUT_0001924,STORE_006,AISLE_01924,Aisle 01924,SHELF_01924,SLOT_01924,31,SKU_0219,4
LAYOUT_0001925,STORE_006,AISLE_01925,Aisle 01925,SHELF_01925,SLOT_01925,16,SKU_0102,1
LAYOUT_0001926,STORE_006,AISLE_01926,Aisle 01926,SHELF_01926,SLOT_01926,46,SKU_0282,1
LAYOUT_0001927,STORE_006,AISLE_01927,Aisle 01927,SHELF_01927,SLOT_01927,38,SKU_0008,2
LAYOUT_0001928,STORE_006,AISLE_01928,Aisle 01928,SHELF_01928,SLOT_01928,21,SKU_0412,4
LAYOUT_0001929,STORE_006,AISLE_01929,Aisle 01929,SHELF_01929,SLOT_01929,17,SKU_0069,1
LAYOUT_0001930,STORE_006,AISLE_01930,Aisle 01930,SHELF_01930,SLOT_01930,30,SKU_0110,1
LAYOUT_0001931,STORE_006,AISLE_01931,Aisle 01931,SHELF_01931,SLOT_01931,22,SKU_0565,1
LAYOUT_0001932,STORE_006,AISLE_01932,Aisle 01932,SHELF_01932,SLOT_01932,33,SKU_0343,2
LAYOUT_0001933,STORE_006,AISLE_01933,Aisle 01933,SHELF_01933,SLOT_01933,23,SKU_0381,2
LAYOUT_0001934,STORE_006,AISLE_01934,Aisle 01934,SHELF_01934,SLOT_01934,34,SKU_0294,2
LAYOUT_0001935,STORE_006,AISLE_01935,Aisle 01935,SHELF_01935,SLOT_01935,20,SKU_0023,2
LAYOUT_0001936,STORE_006,AISLE_01936,Aisle 01936,SHELF_01936,SLOT_01936,28,SKU_0363,4
LAYOUT_0001937,STORE_006,AISLE_01937,Aisle 01937,SHELF_01937,SLOT_01937,22,SKU_0311,1
LAYOUT_0001938,STORE_006,AISLE_01938,Aisle 01938,SHELF_01938,SLOT_01938,26,SKU_0482,4
LAYOUT_0001939,STORE_006,AISLE_01939,Aisle 01939,SHELF_01939,SLOT_01939,40,SKU_0494,1
LAYOUT_0001940,STORE_006,AISLE_01940,Aisle 01940,SHELF_01940,SLOT_01940,21,SKU_0117,3
LAYOUT_0001941,STORE_006,AISLE_01941,Aisle 01941,SHELF_01941,SLOT_01941,34,SKU_0172,1
LAYOUT_0001942,STORE_006,AISLE_01942,Aisle 01942,SHELF_01942,SLOT_01942,46,SKU_0364,3
LAYOUT_0001943,STORE_006,AISLE_01943,Aisle 01943,SHELF_01943,SLOT_01943,15,SKU_0135,3
LAYOUT_0001944,STORE_006,AISLE_01944,Aisle 01944,SHELF_01944,SLOT_01944,6,SKU_0239,2
LAYOUT_0001945,STORE_006,AISLE_01945,Aisle 01945,SHELF_01945,SLOT_01945,44,SKU_0062,4
LAYOUT_0001946,STORE_006,AISLE_01946,Aisle 01946,SHELF_01946,SLOT_01946,14,SKU_0395,4
