stockout_id,store_id,sku_id,stockout_date,restock_date,duration_days,estimated_lost_units,estimated_lost_revenue,root_cause
SO_0001683,STORE_002,SKU_0368,2024-11-26,2024-11-30,4,47,1449.01,Demand spike
SO_0002255,STORE_003,SKU_0214,2024-11-26,2024-11-30,4,40,52.8,Shrinkage
SO_0002380,STORE_003,SKU_0241,2024-11-26,2024-11-28,2,31,1113.21,Shrinkage
SO_0002562,STORE_003,SKU_0330,2024-11-26,2024-12-04,8,207,1997.55,Manual error
SO_0002941,STORE_003,SKU_0517,2024-11-26,2024-11-29,3,46,1883.7,Supplier delay
SO_0003422,STORE_004,SKU_0292,2024-11-26,2024-11-30,4,80,3892.0,Manual error
SO_0004482,STORE_006,SKU_0115,2024-11-26,2024-12-01,5,109,1228.43,Supplier delay
SO_0004623,STORE_006,SKU_0270,2024-11-26,2024-11-27,1,22,1011.34,Supplier delay
SO_0004832,STORE_006,SKU_0437,2024-11-26,2024-11-27,1,11,111.98,Manual error
SO_0004849,STORE_006,SKU_0447,2024-11-26,2024-12-02,6,230,5618.9,Supplier delay
SO_0005034,STORE_006,SKU_0564,2024-11-26,2024-12-19,23,321,13905.72,Forecast miss
SO_0005132,STORE_007,SKU_0031,2024-11-26,2024-11-27,1,1,47.29,Supplier delay
SO_0005670,STORE_007,SKU_0345,2024-11-26,2024-11-27,1,4,145.84,Forecast miss
SO_0007748,STORE_010,SKU_0417,2024-11-26,2024-11-27,1,1,10.8,Supplier delay
SO_0000078,STORE_001,SKU_0107,2024-11-27,2024-11-28,1,18,889.2,Supplier delay
SO_0000242,STORE_001,SKU_0213,2024-11-27,2024-11-28,1,6,115.5,Forecast miss
SO_0000743,STORE_001,SKU_0468,2024-11-27,2024-11-28,1,1,41.16,Supplier delay
SO_0000776,STORE_001,SKU_0474,2024-11-27,2024-12-06,9,114,2634.54,Demand spike
SO_0000965,STORE_001,SKU_0534,2024-11-27,2024-12-05,8,309,2505.99,Shrinkage
SO_0002586,STORE_003,SKU_0337,2024-11-27,2024-12-05,8,275,5964.75,Shrinkage
SO_0002670,STORE_003,SKU_0345,2024-11-27,2024-12-01,4,93,3390.78,Forecast miss
SO_0004204,STORE_006,SKU_0071,2024-11-27,2024-12-04,7,60,1250.4,Shrinkage
SO_0004469,STORE_006,SKU_0101,2024-11-27,2024-12-01,4,121,696.96,Shrinkage
SO_0005374,STORE_007,SKU_0223,2024-11-27,2024-11-30,3,102,3240.54,Forecast miss
SO_0005389,STORE_007,SKU_0229,2024-11-27,2024-11-30,3,30,583.2,Shrinkage
SO_0006380,STORE_008,SKU_0146,2024-11-27,2025-01-06,40,214,4712.28,Forecast miss
SO_0006947,STORE_009,SKU_0250,2024-11-27,2024-11-29,2,49,672.28,Supplier delay
SO_0007053,STORE_009,SKU_0285,2024-11-27,2024-12-01,4,80,1648.0,Demand spike
SO_0000016,STORE_001,SKU_0041,2024-11-28,2024-12-06,8,241,9085.7,Shrinkage
SO_0000045,STORE_001,SKU_0054,2024-11-28,2024-11-30,2,0,0.0,Shrinkage
SO_0000460,STORE_001,SKU_0322,2024-11-28,2024-11-30,2,20,433.8,Forecast miss
SO_0000536,STORE_001,SKU_0391,2024-11-28,2024-12-01,3,43,382.7,Demand spike
SO_0001066,STORE_002,SKU_0021,2024-11-28,2024-12-01,3,58,537.08,Manual error
SO_0001129,STORE_002,SKU_0028,2024-11-28,2024-11-30,2,78,298.74,Demand spike
SO_0001215,STORE_002,SKU_0038,2024-11-28,2024-12-06,8,173,8603.29,Demand spike
SO_0001825,STORE_002,SKU_0468,2024-11-28,2024-11-30,2,48,1975.68,Manual error
SO_0002101,STORE_003,SKU_0018,2024-11-28,2024-11-30,2,33,1134.54,Manual error
SO_0003579,STORE_004,SKU_0493,2024-11-28,2024-11-30,2,33,1159.95,Manual error
SO_0003755,STORE_004,SKU_0554,2024-11-28,2024-11-30,2,21,220.08,Demand spike
SO_0003833,STORE_004,SKU_0561,2024-11-28,2024-11-30,2,8,64.32,Forecast miss
SO_0004301,STORE_006,SKU_0087,2024-11-28,2024-12-09,11,353,10632.36,Supplier delay
SO_0004392,STORE_006,SKU_0088,2024-11-28,2024-12-02,4,36,1687.32,Supplier delay
SO_0004624,STORE_006,SKU_0270,2024-11-28,2024-11-30,2,39,1792.83,Manual error
SO_0005133,STORE_007,SKU_0031,2024-11-28,2024-11-30,2,49,2317.21,Supplier delay
SO_0005545,STORE_007,SKU_0279,2024-11-28,2024-12-03,5,54,1632.96,Supplier delay
SO_0005671,STORE_007,SKU_0345,2024-11-28,2024-12-16,18,556,20271.76,Manual error
SO_0005821,STORE_007,SKU_0364,2024-11-28,2024-11-30,2,9,424.08,Demand spike
SO_0006043,STORE_007,SKU_0468,2024-11-28,2024-12-02,4,70,2881.2,Supplier delay
SO_0006142,STORE_007,SKU_0519,2024-11-28,2024-12-04,6,108,2730.24,Shrinkage
SO_0006347,STORE_008,SKU_0118,2024-11-28,2024-12-07,9,80,358.4,Supplier delay
SO_0006431,STORE_008,SKU_0153,2024-11-28,2024-11-30,2,16,383.2,Forecast miss
SO_0006526,STORE_008,SKU_0174,2024-11-28,2024-12-11,13,153,6543.81,Demand spike
SO_0006584,STORE_008,SKU_0225,2024-11-28,2024-11-30,2,15,211.05,Shrinkage
SO_0007475,STORE_010,SKU_0228,2024-11-28,2024-12-02,4,53,1599.54,Demand spike
SO_0007749,STORE_010,SKU_0417,2024-11-28,2024-11-30,2,24,259.2,Manual error
SO_0000243,STORE_001,SKU_0213,2024-11-29,2024-12-02,3,34,654.5,Forecast miss
SO_0000365,STORE_001,SKU_0279,2024-11-29,2024-11-30,1,0,0.0,Demand spike
SO_0000579,STORE_001,SKU_0427,2024-11-29,2024-11-30,1,10,71.5,Supplier delay
SO_0000744,STORE_001,SKU_0468,2024-11-29,2024-12-01,2,7,288.12,Supplier delay
SO_0001161,STORE_002,SKU_0032,2024-11-29,2024-12-01,2,49,1465.59,Forecast miss
SO_0001397,STORE_002,SKU_0167,2024-11-29,2024-11-30,1,7,235.69,Demand spike
SO_0001617,STORE_002,SKU_0329,2024-11-29,2024-11-30,1,67,1230.79,Supplier delay
SO_0002196,STORE_003,SKU_0181,2024-11-29,2024-12-12,13,418,6253.28,Supplier delay
SO_0002381,STORE_003,SKU_0241,2024-11-29,2024-11-30,1,17,610.47,Forecast miss
SO_0002474,STORE_003,SKU_0282,2024-11-29,2024-12-05,6,185,3881.3,Forecast miss
SO_0002614,STORE_003,SKU_0339,2024-11-29,2024-11-30,1,8,95.52,Shrinkage
SO_0002779,STORE_003,SKU_0400,2024-11-29,2024-11-30,1,1,36.97,Shrinkage
SO_0002794,STORE_003,SKU_0403,2024-11-29,2024-11-30,1,28,854.84,Forecast miss
SO_0002870,STORE_003,SKU_0455,2024-11-29,2024-12-03,4,72,2689.2,Demand spike
SO_0002905,STORE_003,SKU_0474,2024-11-29,2024-12-07,8,230,5315.3,Manual error
SO_0003018,STORE_003,SKU_0547,2024-11-29,2024-12-04,5,96,2907.84,Shrinkage
SO_0003443,STORE_004,SKU_0304,2024-11-29,2024-12-02,3,106,5159.02,Manual error
SO_0003506,STORE_004,SKU_0332,2024-11-29,2024-12-04,5,136,3336.08,Demand spike
SO_0003554,STORE_004,SKU_0337,2024-11-29,2024-11-30,1,16,347.04,Manual error
SO_0003986,STORE_005,SKU_0529,2024-11-29,2024-12-01,2,9,210.06,Forecast miss
SO_0004108,STORE_006,SKU_0052,2024-11-29,2024-11-30,1,3,42.3,Manual error
SO_0004520,STORE_006,SKU_0203,2024-11-29,2024-12-04,5,195,4358.25,Demand spike
SO_0004542,STORE_006,SKU_0224,2024-11-29,2024-12-04,5,158,4751.06,Manual error
SO_0004823,STORE_006,SKU_0426,2024-11-29,2024-12-03,4,118,4362.46,Demand spike
SO_0005201,STORE_007,SKU_0067,2024-11-29,2024-11-30,1,7,302.82,Forecast miss
SO_0005275,STORE_007,SKU_0131,2024-11-29,2024-11-30,1,7,54.25,Shrinkage
SO_0005319,STORE_007,SKU_0189,2024-11-29,2024-12-03,4,168,5286.96,Supplier delay
SO_0005436,STORE_007,SKU_0244,2024-11-29,2024-12-06,7,155,424.7,Demand spike
SO_0005914,STORE_007,SKU_0420,2024-11-29,2024-12-05,6,106,1349.38,Demand spike
SO_0005971,STORE_007,SKU_0428,2024-11-29,2024-12-01,2,42,1490.16,Shrinkage
SO_0006483,STORE_008,SKU_0161,2024-11-29,2024-12-04,5,8,38.16,Forecast miss
SO_0006920,STORE_009,SKU_0241,2024-11-29,2024-12-09,10,186,6679.26,Manual error
SO_0007006,STORE_009,SKU_0274,2024-11-29,2024-11-30,1,9,307.35,Shrinkage
SO_0007256,STORE_009,SKU_0518,2024-11-29,2024-11-30,1,5,37.4,Forecast miss
SO_0007295,STORE_009,SKU_0523,2024-11-29,2024-12-01,2,30,434.4,Demand spike
SO_0007668,STORE_010,SKU_0393,2024-11-29,2024-12-04,5,50,2289.0,Manual error
SO_0000433,STORE_001,SKU_0314,2024-11-30,2024-12-03,3,60,1362.0,Manual error
SO_0000699,STORE_001,SKU_0439,2024-11-30,2024-12-02,2,63,1453.41,Manual error
SO_0001016,STORE_001,SKU_0563,2024-11-30,2024-12-04,4,33,408.21,Supplier delay
SO_0001640,STORE_002,SKU_0335,2024-11-30,2024-12-01,1,28,1088.64,Demand spike
SO_0001904,STORE_002,SKU_0541,2024-11-30,2024-12-01,1,26,1121.9,Supplier delay
SO_0001939,STORE_002,SKU_0550,2024-11-30,2024-12-01,1,2,42.66,Supplier delay
SO_0002222,STORE_003,SKU_0203,2024-11-30,2024-12-07,7,197,4402.95,Manual error
SO_0004036,STORE_006,SKU_0031,2024-11-30,2024-12-03,3,9,425.61,Demand spike
SO_0004908,STORE_006,SKU_0509,2024-11-30,2024-12-01,1,10,270.4,Forecast miss
SO_0000002,STORE_001,SKU_0027,2024-12-01,2024-12-02,1,20,789.4,Supplier delay
SO_0001826,STORE_002,SKU_0468,2024-12-01,2024-12-02,1,1,41.16,Supplier delay
SO_0001991,STORE_002,SKU_0564,2024-12-01,2024-12-02,1,8,346.56,Supplier delay
SO_0002072,STORE_003,SKU_0010,2024-12-01,2024-12-03,2,49,1764.49,Manual error
SO_0003089,STORE_003,SKU_0556,2024-12-01,2024-12-05,4,96,2075.52,Manual error
SO_0003756,STORE_004,SKU_0554,2024-12-01,2024-12-16,15,376,3940.48,Supplier delay
SO_0003915,STORE_005,SKU_0270,2024-12-01,2024-12-05,4,29,1333.13,Demand spike
SO_0004055,STORE_006,SKU_0034,2024-12-01,2024-12-02,1,23,605.82,Shrinkage
SO_0004109,STORE_006,SKU_0052,2024-12-01,2024-12-03,2,24,338.4,Supplier delay
SO_0004625,STORE_006,SKU_0270,2024-12-01,2024-12-02,1,17,781.49,Shrinkage
SO_0005134,STORE_007,SKU_0031,2024-12-01,2024-12-02,1,9,425.61,Forecast miss
SO_0006325,STORE_008,SKU_0030,2024-12-01,2024-12-09,8,46,329.36,Demand spike
SO_0006432,STORE_008,SKU_0153,2024-12-01,2024-12-02,1,0,0.0,Shrinkage
SO_0006747,STORE_008,SKU_0362,2024-12-01,2024-12-05,4,22,1063.7,Forecast miss
SO_0006906,STORE_009,SKU_0236,2024-12-01,2024-12-02,1,7,285.95,Supplier delay
SO_0007257,STORE_009,SKU_0518,2024-12-01,2024-12-02,1,0,0.0,Shrinkage
SO_0007750,STORE_010,SKU_0417,2024-12-01,2024-12-02,1,0,0.0,Forecast miss
SO_0000053,STORE_001,SKU_0069,2024-12-02,2024-12-04,2,30,519.3,Shrinkage
SO_0001067,STORE_002,SKU_0021,2024-12-02,2024-12-04,2,2,18.52,Forecast miss
SO_0001528,STORE_002,SKU_0237,2024-12-02,2024-12-04,2,53,2177.24,Forecast miss
SO_0002273,STORE_003,SKU_0217,2024-12-02,2024-12-07,5,65,2064.4,Manual error
SO_0002438,STORE_003,SKU_0245,2024-12-02,2024-12-08,6,86,520.3,Manual error
SO_0002671,STORE_003,SKU_0345,2024-12-02,2024-12-18,16,347,12651.62,Forecast miss
SO_0003057,STORE_003,SKU_0550,2024-12-02,2024-12-11,9,134,2858.22,Manual error
SO_0005350,STORE_007,SKU_0204,2024-12-02,2024-12-07,5,68,2356.2,Demand spike
SO_0005752,STORE_007,SKU_0358,2024-12-02,2024-12-04,2,41,1259.52,Supplier delay
SO_0005949,STORE_007,SKU_0424,2024-12-02,2024-12-16,14,314,12651.06,Manual error
SO_0006977,STORE_009,SKU_0255,2024-12-02,2024-12-07,5,41,1199.66,Shrinkage
SO_0007180,STORE_009,SKU_0433,2024-12-02,2024-12-05,3,40,954.8,Demand spike
SO_0007229,STORE_009,SKU_0452,2024-12-02,2024-12-03,1,3,116.94,Manual error
SO_0000079,STORE_001,SKU_0107,2024-12-03,2024-12-07,4,91,4495.4,Supplier delay
SO_0000140,STORE_001,SKU_0135,2024-12-03,2024-12-05,2,45,1477.35,Manual error
SO_0000799,STORE_001,SKU_0511,2024-12-03,2024-12-05,2,26,999.96,Manual error
SO_0001478,STORE_002,SKU_0207,2024-12-03,2024-12-23,20,352,3840.32,Forecast miss
SO_0001827,STORE_002,SKU_0468,2024-12-03,2024-12-04,1,0,0.0,Supplier delay
SO_0002323,STORE_003,SKU_0231,2024-12-03,2024-12-09,6,123,1490.76,Manual error
SO_0002382,STORE_003,SKU_0241,2024-12-03,2024-12-08,5,141,5063.31,Manual error
SO_0004393,STORE_006,SKU_0088,2024-12-03,2024-12-05,2,3,140.61,Shrinkage
SO_0005135,STORE_007,SKU_0031,2024-12-03,2024-12-04,1,1,47.29,Forecast miss
SO_0005407,STORE_007,SKU_0240,2024-12-03,2024-12-09,6,217,9532.81,Manual error
SO_0005822,STORE_007,SKU_0364,2024-12-03,2024-12-06,3,18,848.16,Manual error
SO_0005892,STORE_007,SKU_0404,2024-12-03,2024-12-09,6,214,941.6,Shrinkage
SO_0006433,STORE_008,SKU_0153,2024-12-03,2024-12-06,3,20,479.0,Manual error
SO_0007476,STORE_010,SKU_0228,2024-12-03,2024-12-09,6,24,724.32,Supplier delay
SO_0000182,STORE_001,SKU_0197,2024-12-04,2024-12-10,6,250,7470.0,Demand spike
SO_0000305,STORE_001,SKU_0238,2024-12-04,2024-12-13,9,93,3082.02,Forecast miss
SO_0000936,STORE_001,SKU_0523,2024-12-04,2024-12-14,10,227,3286.96,Supplier delay
SO_0001247,STORE_002,SKU_0059,2024-12-04,2024-12-11,7,147,310.17,Demand spike
SO_0001271,STORE_002,SKU_0063,2024-12-04,2024-12-15,11,277,13664.41,Forecast miss
SO_0001404,STORE_002,SKU_0194,2024-12-04,2024-12-06,2,76,2139.4,Supplier delay
SO_0001563,STORE_002,SKU_0298,2024-12-04,2024-12-14,10,363,13547.16,Manual error
SO_0001594,STORE_002,SKU_0300,2024-12-04,2024-12-07,3,35,600.95,Demand spike
SO_0001618,STORE_002,SKU_0329,2024-12-04,2024-12-09,5,161,2957.57,Supplier delay
SO_0002520,STORE_003,SKU_0310,2024-12-04,2024-12-11,7,193,7926.51,Manual error
SO_0003388,STORE_004,SKU_0290,2024-12-04,2024-12-10,6,99,2667.06,Manual error
SO_0003663,STORE_004,SKU_0508,2024-12-04,2024-12-05,1,23,947.14,Demand spike
SO_0003802,STORE_004,SKU_0558,2024-12-04,2024-12-11,7,153,1681.47,Manual error
SO_0003834,STORE_004,SKU_0561,2024-12-04,2024-12-05,1,8,64.32,Forecast miss
SO_0004833,STORE_006,SKU_0437,2024-12-04,2024-12-06,2,26,264.68,Supplier delay
SO_0006287,STORE_007,SKU_0578,2024-12-04,2024-12-05,1,15,610.35,Demand spike
SO_0006691,STORE_008,SKU_0355,2024-12-04,2024-12-07,3,11,98.23,Forecast miss
SO_0007007,STORE_009,SKU_0274,2024-12-04,2024-12-15,11,178,6078.7,Manual error
SO_0007377,STORE_009,SKU_0577,2024-12-04,2024-12-05,1,18,701.46,Forecast miss
SO_0000461,STORE_001,SKU_0322,2024-12-05,2024-12-06,1,1,21.69,Demand spike
SO_0000522,STORE_001,SKU_0365,2024-12-05,2024-12-16,11,396,16810.2,Shrinkage
SO_0000860,STORE_001,SKU_0518,2024-12-05,2024-12-10,5,14,104.72,Shrinkage
SO_0000995,STORE_001,SKU_0556,2024-12-05,2024-12-07,2,48,1037.76,Manual error
SO_0001068,STORE_002,SKU_0021,2024-12-05,2024-12-09,4,42,388.92,Supplier delay
SO_0001387,STORE_002,SKU_0139,2024-12-05,2024-12-09,4,83,2122.31,Forecast miss
SO_0001778,STORE_002,SKU_0466,2024-12-05,2024-12-22,17,646,9186.12,Shrinkage
SO_0001828,STORE_002,SKU_0468,2024-12-05,2024-12-08,3,9,370.44,Shrinkage
SO_0002454,STORE_003,SKU_0261,2024-12-05,2024-12-07,2,31,666.19,Manual error
SO_0003132,STORE_004,SKU_0070,2024-12-05,2024-12-06,1,2,56.18,Manual error
SO_0003204,STORE_004,SKU_0130,2024-12-05,2024-12-11,6,137,6119.79,Demand spike
SO_0004205,STORE_006,SKU_0071,2024-12-05,2024-12-11,6,29,604.36,Forecast miss
SO_0005136,STORE_007,SKU_0031,2024-12-05,2024-12-10,5,52,2459.08,Manual error
SO_0005251,STORE_007,SKU_0093,2024-12-05,2024-12-09,4,50,1116.0,Forecast miss
SO_0005546,STORE_007,SKU_0279,2024-12-05,2024-12-12,7,109,3296.16,Forecast miss
SO_0006044,STORE_007,SKU_0468,2024-12-05,2024-12-17,12,222,9137.52,Forecast miss
SO_0006484,STORE_008,SKU_0161,2024-12-05,2024-12-06,1,1,4.77,Shrinkage
SO_0006624,STORE_008,SKU_0328,2024-12-05,2024-12-09,4,38,673.74,Shrinkage
SO_0006787,STORE_009,SKU_0001,2024-12-05,2024-12-06,1,3,147.99,Shrinkage
SO_0007117,STORE_009,SKU_0329,2024-12-05,2024-12-09,4,85,1561.45,Forecast miss
SO_0007215,STORE_009,SKU_0443,2024-12-05,2024-12-14,9,233,2514.07,Forecast miss
SO_0007258,STORE_009,SKU_0518,2024-12-05,2024-12-07,2,2,14.96,Manual error
SO_0007589,STORE_010,SKU_0292,2024-12-05,2024-12-14,9,49,2383.85,Demand spike
SO_0000418,STORE_001,SKU_0297,2024-12-06,2024-12-09,3,98,3667.16,Shrinkage
SO_0000580,STORE_001,SKU_0427,2024-12-06,2024-12-14,8,223,1594.45,Supplier delay
SO_0000718,STORE_001,SKU_0449,2024-12-06,2024-12-11,5,142,4142.14,Demand spike
SO_0001288,STORE_002,SKU_0077,2024-12-06,2024-12-10,4,45,1349.1,Demand spike
SO_0001641,STORE_002,SKU_0335,2024-12-06,2024-12-08,2,80,3110.4,Demand spike
SO_0001719,STORE_002,SKU_0369,2024-12-06,2024-12-09,3,61,1330.41,Supplier delay
SO_0001992,STORE_002,SKU_0564,2024-12-06,2024-12-07,1,6,259.92,Forecast miss
SO_0002049,STORE_003,SKU_0008,2024-12-06,2024-12-09,3,62,1457.62,Manual error
SO_0002741,STORE_003,SKU_0351,2024-12-06,2024-12-09,3,65,2410.2,Supplier delay
SO_0003363,STORE_004,SKU_0257,2024-12-06,2024-12-08,2,38,74.1,Forecast miss
SO_0003709,STORE_004,SKU_0533,2024-12-06,2024-12-09,3,62,68.82,Demand spike
SO_0004110,STORE_006,SKU_0052,2024-12-06,2024-12-07,1,26,366.6,Shrinkage
SO_0004394,STORE_006,SKU_0088,2024-12-06,2024-12-17,11,73,3421.51,Forecast miss
SO_0004569,STORE_006,SKU_0267,2024-12-06,2024-12-12,6,239,377.62,Manual error
SO_0004883,STORE_006,SKU_0501,2024-12-06,2024-12-08,2,30,979.5,Demand spike
SO_0004938,STORE_006,SKU_0531,2024-12-06,2024-12-07,1,30,1147.2,Manual error
SO_0005202,STORE_007,SKU_0067,2024-12-06,2024-12-10,4,86,3720.36,Forecast miss
SO_0005234,STORE_007,SKU_0091,2024-12-06,2024-12-09,3,68,960.84,Supplier delay
SO_0005266,STORE_007,SKU_0119,2024-12-06,2024-12-07,1,24,384.0,Supplier delay
SO_0006763,STORE_008,SKU_0547,2024-12-06,2024-12-07,1,12,363.48,Supplier delay
SO_0007317,STORE_009,SKU_0537,2024-12-06,2024-12-13,7,141,3120.33,Forecast miss
SO_0007751,STORE_010,SKU_0417,2024-12-06,2024-12-09,3,31,334.8,Demand spike
SO_0000046,STORE_001,SKU_0054,2024-12-07,2024-12-08,1,26,1261.26,Forecast miss
SO_0000329,STORE_001,SKU_0260,2024-12-07,2024-12-11,4,76,1582.32,Manual error
SO_0000366,STORE_001,SKU_0279,2024-12-07,2024-12-13,6,97,2933.28,Demand spike
SO_0000399,STORE_001,SKU_0291,2024-12-07,2024-12-14,7,78,3229.98,Demand spike
SO_0000462,STORE_001,SKU_0322,2024-12-07,2024-12-15,8,188,4077.72,Shrinkage
SO_0001216,STORE_002,SKU_0038,2024-12-07,2024-12-09,2,9,447.57,Forecast miss
SO_0001751,STORE_002,SKU_0375,2024-12-07,2024-12-09,2,50,2107.5,Manual error
SO_0001905,STORE_002,SKU_0541,2024-12-07,2024-12-10,3,103,4444.45,Forecast miss
SO_0002243,STORE_003,SKU_0206,2024-12-07,2024-12-09,2,47,2328.85,Forecast miss
SO_0002502,STORE_003,SKU_0305,2024-12-07,2024-12-09,2,53,1696.0,Manual error
SO_0002550,STORE_003,SKU_0324,2024-12-07,2024-12-10,3,104,3889.6,Demand spike
SO_0002820,STORE_003,SKU_0431,2024-12-07,2024-12-18,11,260,12906.4,Demand spike
SO_0002981,STORE_003,SKU_0535,2024-12-07,2024-12-14,7,98,4635.4,Supplier delay
SO_0003507,STORE_004,SKU_0332,2024-12-07,2024-12-08,1,0,0.0,Forecast miss
SO_0003618,STORE_004,SKU_0499,2024-12-07,2024-12-12,5,75,1635.0,Demand spike
SO_0003962,STORE_005,SKU_0344,2024-12-07,2024-12-14,7,82,289.46,Forecast miss
SO_0004056,STORE_006,SKU_0034,2024-12-07,2024-12-09,2,43,1132.62,Supplier delay
SO_0004626,STORE_006,SKU_0270,2024-12-07,2024-12-09,2,40,1838.8,Supplier delay
SO_0004699,STORE_006,SKU_0353,2024-12-07,2024-12-13,6,170,4459.1,Shrinkage
SO_0004733,STORE_006,SKU_0384,2024-12-07,2024-12-17,10,247,11221.21,Demand spike
SO_0004759,STORE_006,SKU_0394,2024-12-07,2024-12-10,3,103,3367.07,Demand spike
SO_0005472,STORE_007,SKU_0268,2024-12-07,2024-12-09,2,28,1321.88,Shrinkage
SO_0005823,STORE_007,SKU_0364,2024-12-07,2024-12-09,2,14,659.68,Demand spike
SO_0006143,STORE_007,SKU_0519,2024-12-07,2024-12-09,2,10,252.8,Demand spike
SO_0006434,STORE_008,SKU_0153,2024-12-07,2024-12-08,1,1,23.95,Demand spike
SO_0006811,STORE_009,SKU_0033,2024-12-07,2024-12-12,5,50,2098.0,Forecast miss
SO_0006849,STORE_009,SKU_0104,2024-12-07,2024-12-17,10,200,6188.0,Demand spike
SO_0006948,STORE_009,SKU_0250,2024-12-07,2024-12-10,3,155,2126.6,Manual error
SO_0007296,STORE_009,SKU_0523,2024-12-07,2024-12-08,1,2,28.96,Manual error
SO_0007341,STORE_009,SKU_0560,2024-12-07,2024-12-15,8,148,3044.36,Manual error
SO_0007613,STORE_010,SKU_0360,2024-12-07,2024-12-10,3,27,195.75,Forecast miss
SO_0007832,STORE_010,SKU_0478,2024-12-07,2024-12-11,4,25,634.75,Supplier delay
SO_0000657,STORE_001,SKU_0434,2024-12-08,2024-12-09,1,11,34.1,Manual error
SO_0001162,STORE_002,SKU_0032,2024-12-08,2024-12-10,2,90,2691.9,Shrinkage
SO_0002168,STORE_003,SKU_0140,2024-12-08,2024-12-13,5,78,1562.34,Shrinkage
SO_0002942,STORE_003,SKU_0517,2024-12-08,2024-12-10,2,19,778.05,Forecast miss
SO_0003122,STORE_004,SKU_0016,2024-12-08,2024-12-11,3,58,812.58,Demand spike
SO_0003341,STORE_004,SKU_0242,2024-12-08,2024-12-13,5,57,1839.96,Manual error
SO_0005093,STORE_007,SKU_0022,2024-12-08,2024-12-09,1,36,736.2,Forecast miss
SO_0005291,STORE_007,SKU_0156,2024-12-08,2024-12-09,1,4,176.28,Shrinkage
SO_0005602,STORE_007,SKU_0327,2024-12-08,2024-12-09,1,10,98.7,Supplier delay
SO_0006300,STORE_008,SKU_0013,2024-12-08,2024-12-19,11,89,652.37,Shrinkage
SO_0006692,STORE_008,SKU_0355,2024-12-08,2024-12-10,2,11,98.23,Forecast miss
SO_0007054,STORE_009,SKU_0285,2024-12-08,2024-12-09,1,15,309.0,Shrinkage
SO_0007139,STORE_009,SKU_0348,2024-12-08,2024-12-15,7,128,2041.6,Forecast miss
SO_0000611,STORE_001,SKU_0430,2024-12-09,2024-12-14,5,98,1339.66,Supplier delay
SO_0001357,STORE_002,SKU_0133,2024-12-09,2024-12-14,5,65,1937.0,Forecast miss
SO_0001398,STORE_002,SKU_0167,2024-12-09,2024-12-10,1,11,370.37,Manual error
SO_0001684,STORE_002,SKU_0368,2024-12-09,2024-12-14,5,39,1202.37,Manual error
SO_0001829,STORE_002,SKU_0468,2024-12-09,2024-12-16,7,148,6091.68,Shrinkage
SO_0001993,STORE_002,SKU_0564,2024-12-09,2024-12-15,6,55,2382.6,Shrinkage
SO_0003219,STORE_004,SKU_0172,2024-12-09,2024-12-10,1,6,185.64,Supplier delay
SO_0003555,STORE_004,SKU_0337,2024-12-09,2024-12-12,3,35,759.15,Supplier delay
SO_0004007,STORE_005,SKU_0573,2024-12-09,2024-12-10,1,1,41.28,Shrinkage
SO_0007601,STORE_010,SKU_0347,2024-12-09,2024-12-11,2,9,224.01,Shrinkage
SO_0001069,STORE_002,SKU_0021,2024-12-10,2024-12-11,1,3,27.78,Manual error
SO_0002256,STORE_003,SKU_0214,2024-12-10,2024-12-12,2,13,17.16,Manual error
SO_0002294,STORE_003,SKU_0229,2024-12-10,2024-12-20,10,110,2138.4,Demand spike
SO_0003885,STORE_005,SKU_0256,2024-12-10,2024-12-15,5,51,490.11,Supplier delay
SO_0004302,STORE_006,SKU_0087,2024-12-10,2024-12-11,1,7,210.84,Supplier delay
SO_0004784,STORE_006,SKU_0401,2024-12-10,2024-12-20,10,177,3725.85,Forecast miss
SO_0006095,STORE_007,SKU_0485,2024-12-10,2024-12-12,2,51,26.52,Supplier delay
SO_0006144,STORE_007,SKU_0519,2024-12-10,2024-12-13,3,19,480.32,Supplier delay
SO_0006606,STORE_008,SKU_0254,2024-12-10,2024-12-12,2,17,221.34,Demand spike
SO_0007401,STORE_010,SKU_0109,2024-12-10,2024-12-11,1,2,70.1,Supplier delay
SO_0007477,STORE_010,SKU_0228,2024-12-10,2024-12-12,2,6,181.08,Supplier delay
SO_0000555,STORE_001,SKU_0403,2024-12-11,2024-12-14,3,69,2106.57,Supplier delay
SO_0000658,STORE_001,SKU_0434,2024-12-11,2024-12-17,6,214,663.4,Shrinkage
SO_0000861,STORE_001,SKU_0518,2024-12-11,2024-12-12,1,18,134.64,Manual error
SO_0001517,STORE_002,SKU_0215,2024-12-11,2024-12-15,4,21,678.51,Manual error
SO_0002145,STORE_003,SKU_0056,2024-12-11,2024-12-23,12,362,12496.24,Forecast miss
SO_0003679,STORE_004,SKU_0513,2024-12-11,2024-12-24,13,324,6424.92,Supplier delay
SO_0005320,STORE_007,SKU_0189,2024-12-11,2024-12-13,2,41,1290.27,Supplier delay
SO_0005611,STORE_007,SKU_0340,2024-12-11,2024-12-21,10,361,10252.4,Shrinkage
SO_0005824,STORE_007,SKU_0364,2024-12-11,2024-12-18,7,63,2968.56,Supplier delay
SO_0006435,STORE_008,SKU_0153,2024-12-11,2024-12-14,3,14,335.3,Demand spike
SO_0006693,STORE_008,SKU_0355,2024-12-11,2024-12-12,1,3,26.79,Shrinkage
